case:concept:name,concept:name,time:timestamp
77,Logout,2025-04-01 11:11:00
78,Login,2025-04-01 15:01:00
78,View_Content,2025-04-01 15:10:00
78,Logout,2025-04-01 15:11:00
79,Login,2025-04-01 09:56:00
79,View_Content,2025-04-01 10:04:00
79,Attempt_Quiz,2025-04-01 10:05:00
79,Submit_Quiz,2025-04-01 10:19:00
79,Logout,2025-04-01 10:23:00
80,Login,2025-04-01 15:42:00
80,View_Content,2025-04-01 15:50:00
80,Attempt_Quiz,2025-04-01 15:52:00
80,Submit_Quiz,2025-04-01 16:00:00
80,Logout,2025-04-01 16:01:00
81,Login,2025-04-01 14:26:00
81,View_Content,2025-04-01 14:30:00
81,Logout,2025-04-01 14:33:00
82,Login,2025-04-01 14:33:00
82,View_Content,2025-04-01 14:40:00
82,Attempt_Quiz,2025-04-01 14:42:00
82,Submit_Quiz,2025-04-01 14:51:00
82,Logout,2025-04-01 14:52:00
83,Login,2025-04-01 10:36:00
83,View_Content,2025-04-01 10:45:00
83,Attempt_Quiz,2025-04-01 10:47:00
83,Submit_Quiz,2025-04-01 10:53:00
83,Logout,2025-04-01 10:55:00
84,Login,2025-04-01 10:46:00
84,Attempt_Quiz,2025-04-01 10:47:00
84,Submit_Quiz,2025-04-01 11:00:00
84,Logout,2025-04-01 11:04:00
85,Login,2025-04-01 17:51:00
85,Attempt_Quiz,2025-04-01 17:54:00
85,Logout,2025-04-01 17:57:00
86,Login,2025-04-01 17:54:00
86,View_Content,2025-04-01 18:03:00
86,Attempt_Quiz,2025-04-01 18:05:00
86,Logout,2025-04-01 18:09:00
87,Login,2025-04-01 15:50:00
87,View_Content,2025-04-01 15:59:00
87,Attempt_Quiz,2025-04-01 16:03:00
87,Submit_Quiz,2025-04-01 16:17:00
87,Logout,2025-04-01 16:21:00
88,Login,2025-04-01 09:20:00
88,View_Content,2025-04-01 09:24:00
88,Attempt_Quiz,2025-04-01 09:26:00
88,Logout,2025-04-01 09:29:00
89,Login,2025-04-01 15:59:00
89,View_Content,2025-04-01 16:08:00
89,Attempt_Quiz,2025-04-01 16:09:00
89,Submit_Quiz,2025-04-01 16:12:00
89,Logout,2025-04-01 16:13:00
90,Login,2025-04-01 10:11:00
90,View_Content,2025-04-01 10:18:00
90,Attempt_Quiz,2025-04-01 10:19:00
90,Logout,2025-04-01 10:20:00
91,Login,2025-04-01 11:46:00
91,Attempt_Quiz,2025-04-01 11:50:00
91,Submit_Quiz,2025-04-01 11:56:00
91,Logout,2025-04-01 11:57:00
92,Login,2025-04-01 12:36:00
92,View_Content,2025-04-01 12:44:00
92,Attempt_Quiz,2025-04-01 12:46:00
92,Submit_Quiz,2025-04-01 12:53:00
92,Logout,2025-04-01 12:55:00
93,Login,2025-04-01 12:23:00
93,Attempt_Quiz,2025-04-01 12:25:00
93,Submit_Quiz,2025-04-01 12:36:00
93,Logout,2025-04-01 12:37:00
94,Login,2025-04-01 10:22:00
94,View_Content,2025-04-01 10:30:00
94,Logout,2025-04-01 10:34:00
95,Login,2025-04-01 14:17:00
95,View_Content,2025-04-01 14:19:00
95,Attempt_Quiz,2025-04-01 14:23:00
95,Submit_Quiz,2025-04-01 14:29:00
95,Logout,2025-04-01 14:30:00
96,Login,2025-04-01 10:55:00
96,View_Content,2025-04-01 10:58:00
96,Logout,2025-04-01 11:00:00
97,Login,2025-04-01 09:28:00
97,View_Content,2025-04-01 09:34:00
97,Attempt_Quiz,2025-04-01 09:38:00
97,Submit_Quiz,2025-04-01 09:41:00
97,Logout,2025-04-01 09:42:00
98,Login,2025-04-01 14:00:00
98,Attempt_Quiz,2025-04-01 14:04:00
98,Submit_Quiz,2025-04-01 14:11:00
98,Logout,2025-04-01 14:12:00
99,Login,2025-04-01 08:20:00
99,View_Content,2025-04-01 08:29:00
99,Attempt_Quiz,2025-04-01 08:31:00
99,Logout,2025-04-01 08:33:00
100,Login,2025-04-01 13:10:00
100,View_Content,2025-04-01 13:11:00
100,Attempt_Quiz,2025-04-01 13:15:00
100,Submit_Quiz,2025-04-01 13:19:00
100,Logout,2025-04-01 13:20:00
101,Login,2025-04-01 17:03:00
101,View_Content,2025-04-01 17:04:00
101,Attempt_Quiz,2025-04-01 17:06:00
101,Submit_Quiz,2025-04-01 17:12:00
101,Logout,2025-04-01 17:13:00
102,Login,2025-04-01 13:19:00
102,View_Content,2025-04-01 13:28:00
102,Attempt_Quiz,2025-04-01 13:30:00
102,Submit_Quiz,2025-04-01 13:39:00
102,Logout,2025-04-01 13:43:00
103,Login,2025-04-01 11:31:00
103,View_Content,2025-04-01 11:35:00
103,Attempt_Quiz,2025-04-01 11:36:00
103,Submit_Quiz,2025-04-01 11:49:00
103,Logout,2025-04-01 11:50:00
104,Login,2025-04-01 14:12:00
104,View_Content,2025-04-01 14:16:00
104,Attempt_Quiz,2025-04-01 14:20:00
104,Logout,2025-04-01 14:21:00
105,Login,2025-04-01 11:06:00
105,View_Content,2025-04-01 11:07:00
105,Attempt_Quiz,2025-04-01 11:11:00
105,Submit_Quiz,2025-04-01 11:13:00
105,Logout,2025-04-01 11:14:00
106,Login,2025-04-01 10:24:00
106,View_Content,2025-04-01 10:27:00
106,Attempt_Quiz,2025-04-01 10:30:00
106,Logout,2025-04-01 10:31:00
107,Login,2025-04-01 17:41:00
107,View_Content,2025-04-01 17:48:00
107,Attempt_Quiz,2025-04-01 17:49:00
107,Submit_Quiz,2025-04-01 17:54:00
107,Logout,2025-04-01 17:58:00
108,Login,2025-04-01 08:33:00
108,View_Content,2025-04-01 08:36:00
108,Attempt_Quiz,2025-04-01 08:38:00
108,Logout,2025-04-01 08:40:00
109,Login,2025-04-01 12:50:00
109,View_Content,2025-04-01 12:52:00
109,Attempt_Quiz,2025-04-01 12:53:00
109,Submit_Quiz,2025-04-01 12:57:00
109,Logout,2025-04-01 12:59:00
110,Login,2025-04-01 15:53:00
110,Attempt_Quiz,2025-04-01 15:55:00
110,Submit_Quiz,2025-04-01 16:09:00
110,Logout,2025-04-01 16:10:00
111,Login,2025-04-01 12:57:00
111,View_Content,2025-04-01 13:02:00
111,Attempt_Quiz,2025-04-01 13:03:00
111,Submit_Quiz,2025-04-01 13:06:00
111,Logout,2025-04-01 13:08:00
112,Login,2025-04-01 08:53:00
112,View_Content,2025-04-01 08:59:00
112,Attempt_Quiz,2025-04-01 09:00:00
112,Submit_Quiz,2025-04-01 09:09:00
112,Logout,2025-04-01 09:13:00
113,Login,2025-04-01 13:15:00
113,View_Content,2025-04-01 13:17:00
113,Attempt_Quiz,2025-04-01 13:18:00
113,Submit_Quiz,2025-04-01 13:28:00
113,Logout,2025-04-01 13:31:00
114,Login,2025-04-01 13:34:00
114,Attempt_Quiz,2025-04-01 13:35:00
114,Logout,2025-04-01 13:36:00
115,Login,2025-04-01 15:14:00
115,View_Content,2025-04-01 15:21:00
115,Attempt_Quiz,2025-04-01 15:24:00
115,Logout,2025-04-01 15:26:00
116,Login,2025-04-01 10:51:00
116,View_Content,2025-04-01 10:55:00
116,Logout,2025-04-01 10:59:00
117,Login,2025-04-01 14:42:00
117,View_Content,2025-04-01 14:48:00
117,Attempt_Quiz,2025-04-01 14:49:00
117,Submit_Quiz,2025-04-01 15:00:00
117,Logout,2025-04-01 15:01:00
118,Login,2025-04-01 13:49:00
118,View_Content,2025-04-01 13:50:00
118,Attempt_Quiz,2025-04-01 13:51:00
118,Submit_Quiz,2025-04-01 14:02:00
118,Logout,2025-04-01 14:03:00
119,Login,2025-04-01 15:35:00
119,View_Content,2025-04-01 15:38:00
119,Attempt_Quiz,2025-04-01 15:40:00
119,Submit_Quiz,2025-04-01 15:54:00
119,Logout,2025-04-01 15:58:00
120,Login,2025-04-01 09:01:00
120,View_Content,2025-04-01 09:09:00
120,Attempt_Quiz,2025-04-01 09:13:00
120,Submit_Quiz,2025-04-01 09:17:00
120,Logout,2025-04-01 09:18:00
121,Login,2025-04-01 12:33:00
121,View_Content,2025-04-01 12:42:00
121,Attempt_Quiz,2025-04-01 12:43:00
121,Logout,2025-04-01 12:45:00
122,Login,2025-04-01 15:03:00
122,View_Content,2025-04-01 15:11:00
122,Attempt_Quiz,2025-04-01 15:13:00
122,Submit_Quiz,2025-04-01 15:27:00
122,Logout,2025-04-01 15:30:00
123,Login,2025-04-01 09:06:00
123,View_Content,2025-04-01 09:08:00
123,Attempt_Quiz,2025-04-01 09:11:00
123,Logout,2025-04-01 09:12:00
124,Login,2025-04-01 11:06:00
124,View_Content,2025-04-01 11:09:00
124,Attempt_Quiz,2025-04-01 11:13:00
124,Submit_Quiz,2025-04-01 11:21:00
124,Logout,2025-04-01 11:25:00
125,Login,2025-04-01 14:20:00
125,View_Content,2025-04-01 14:23:00
125,Attempt_Quiz,2025-04-01 14:26:00
125,Submit_Quiz,2025-04-01 14:36:00
125,Logout,2025-04-01 14:40:00
126,Login,2025-04-01 15:08:00
126,View_Content,2025-04-01 15:16:00
126,Attempt_Quiz,2025-04-01 15:19:00
126,Submit_Quiz,2025-04-01 15:21:00
126,Logout,2025-04-01 15:22:00
127,Login,2025-04-01 08:10:00
127,Attempt_Quiz,2025-04-01 08:11:00
127,Submit_Quiz,2025-04-01 08:13:00
127,Logout,2025-04-01 08:14:00
128,Login,2025-04-01 14:05:00
128,View_Content,2025-04-01 14:06:00
128,Attempt_Quiz,2025-04-01 14:07:00
128,Submit_Quiz,2025-04-01 14:15:00
128,Logout,2025-04-01 14:16:00
129,Login,2025-04-01 16:50:00
129,Attempt_Quiz,2025-04-01 16:52:00
129,Submit_Quiz,2025-04-01 16:55:00
129,Logout,2025-04-01 16:59:00
130,Login,2025-04-01 12:58:00
130,View_Content,2025-04-01 13:06:00
130,Attempt_Quiz,2025-04-01 13:07:00
130,Submit_Quiz,2025-04-01 13:11:00
130,Logout,2025-04-01 13:13:00
131,Login,2025-04-01 11:07:00
131,View_Content,2025-04-01 11:11:00
131,Attempt_Quiz,2025-04-01 11:13:00
131,Submit_Quiz,2025-04-01 11:18:00
131,Logout,2025-04-01 11:20:00
132,Login,2025-04-01 13:47:00
132,View_Content,2025-04-01 13:48:00
132,Attempt_Quiz,2025-04-01 13:52:00
132,Logout,2025-04-01 13:55:00
133,Login,2025-04-01 15:24:00
133,View_Content,2025-04-01 15:26:00
133,Attempt_Quiz,2025-04-01 15:30:00
133,Submit_Quiz,2025-04-01 15:43:00
133,Logout,2025-04-01 15:47:00
134,Login,2025-04-01 15:54:00
134,View_Content,2025-04-01 15:55:00
134,Attempt_Quiz,2025-04-01 15:59:00
134,Submit_Quiz,2025-04-01 16:06:00
134,Logout,2025-04-01 16:09:00
135,Login,2025-04-01 17:04:00
135,Attempt_Quiz,2025-04-01 17:05:00
135,Submit_Quiz,2025-04-01 17:08:00
135,Logout,2025-04-01 17:11:00
136,Login,2025-04-01 08:16:00
136,View_Content,2025-04-01 08:22:00
136,Attempt_Quiz,2025-04-01 08:23:00
136,Submit_Quiz,2025-04-01 08:34:00
136,Logout,2025-04-01 08:36:00
137,Login,2025-04-01 10:14:00
137,View_Content,2025-04-01 10:19:00
137,Attempt_Quiz,2025-04-01 10:23:00
137,Submit_Quiz,2025-04-01 10:27:00
137,Logout,2025-04-01 10:28:00
138,Login,2025-04-01 17:57:00
138,View_Content,2025-04-01 18:04:00
138,Attempt_Quiz,2025-04-01 18:08:00
138,Submit_Quiz,2025-04-01 18:17:00
138,Logout,2025-04-01 18:20:00
139,Login,2025-04-01 15:09:00
139,View_Content,2025-04-01 15:14:00
139,Attempt_Quiz,2025-04-01 15:15:00
139,Submit_Quiz,2025-04-01 15:20:00
139,Logout,2025-04-01 15:23:00
140,Login,2025-04-01 09:01:00
140,View_Content,2025-04-01 09:09:00
140,Attempt_Quiz,2025-04-01 09:12:00
140,Submit_Quiz,2025-04-01 09:24:00
140,Logout,2025-04-01 09:26:00
141,Login,2025-04-01 17:43:00
141,Attempt_Quiz,2025-04-01 17:44:00
141,Submit_Quiz,2025-04-01 17:49:00
141,Logout,2025-04-01 17:52:00
142,Login,2025-04-01 08:17:00
142,View_Content,2025-04-01 08:26:00
142,Attempt_Quiz,2025-04-01 08:30:00
142,Submit_Quiz,2025-04-01 08:44:00
142,Logout,2025-04-01 08:46:00
143,Login,2025-04-01 12:50:00
143,View_Content,2025-04-01 12:54:00
143,Attempt_Quiz,2025-04-01 12:56:00
143,Submit_Quiz,2025-04-01 13:01:00
143,Logout,2025-04-01 13:03:00
144,Login,2025-04-01 12:27:00
144,View_Content,2025-04-01 12:33:00
144,Attempt_Quiz,2025-04-01 12:37:00
144,Submit_Quiz,2025-04-01 12:40:00
144,Logout,2025-04-01 12:43:00
145,Login,2025-04-01 08:30:00
145,Attempt_Quiz,2025-04-01 08:32:00
145,Logout,2025-04-01 08:36:00
146,Login,2025-04-01 16:09:00
146,View_Content,2025-04-01 16:15:00
146,Attempt_Quiz,2025-04-01 16:18:00
146,Submit_Quiz,2025-04-01 16:21:00
146,Logout,2025-04-01 16:22:00
147,Login,2025-04-01 13:56:00
147,View_Content,2025-04-01 14:05:00
147,Logout,2025-04-01 14:07:00
148,Login,2025-04-01 15:42:00
148,View_Content,2025-04-01 15:51:00
148,Attempt_Quiz,2025-04-01 15:55:00
148,Submit_Quiz,2025-04-01 15:59:00
148,Logout,2025-04-01 16:01:00
149,Login,2025-04-01 11:43:00
149,View_Content,2025-04-01 11:47:00
149,Attempt_Quiz,2025-04-01 11:50:00
